"Pop_Code","Plant_ID","Year","yday","Site","Latitude","Longitude"
"266","2_KSR_S15_6_23",2008,207,"2_KSR",44.027957,-79.541863
"267","2_KSR_S2_6_24",2008,220,"2_KSR",44.027957,-79.541863
"268","2_KSR_J10_6_25",2008,216,"2_KSR",44.027957,-79.541863
"269","3_Timmins_C18_1_1",2008,216,"3_Timmins",48.468117,-81.351663
"270","3_Timmins_T2_1_5",2008,248,"3_Timmins",48.468117,-81.351663
"271","3_Timmins_E23_1_6",2008,212,"3_Timmins",48.468117,-81.351663
"272","3_Timmins_T1_1_8",2008,245,"3_Timmins",48.468117,-81.351663
"273","3_Timmins_C18_1_9",2008,219,"3_Timmins",48.468117,-81.351663
"274","3_Timmins_J9_1_10",2008,240,"3_Timmins",48.468117,-81.351663
"275","3_Timmins_S6_1_12",2008,248,"3_Timmins",48.468117,-81.351663
"276","3_Timmins_C1_1_13",2008,212,"3_Timmins",48.468117,-81.351663
"277","3_Timmins_C14_1_15",2008,207,"3_Timmins",48.468117,-81.351663
"278","3_Timmins_T15_1_16",2008,250,"3_Timmins",48.468117,-81.351663
"279","3_Timmins_S19_1_17",2008,233,"3_Timmins",48.468117,-81.351663
"280","3_Timmins_T14_1_18",2008,237,"3_Timmins",48.468117,-81.351663
"281","3_Timmins_E6_1_20",2008,212,"3_Timmins",48.468117,-81.351663
"282","3_Timmins_J10_1_21",2008,221,"3_Timmins",48.468117,-81.351663
"283","3_Timmins_A16_1_22",2008,207,"3_Timmins",48.468117,-81.351663
"284","3_Timmins_E23_1_23",2008,216,"3_Timmins",48.468117,-81.351663
"285","3_Timmins_C27_2_3",2008,233,"3_Timmins",48.468117,-81.351663
"286","3_Timmins_S10_2_4",2008,250,"3_Timmins",48.468117,-81.351663
"287","3_Timmins_A18_2_7",2008,207,"3_Timmins",48.468117,-81.351663
"288","3_Timmins_E6_2_9",2008,209,"3_Timmins",48.468117,-81.351663
"289","3_Timmins_S4_2_10",2008,264,"3_Timmins",48.468117,-81.351663
"290","3_Timmins_E11_2_11",2008,212,"3_Timmins",48.468117,-81.351663
"291","3_Timmins_S9_2_12",2008,246,"3_Timmins",48.468117,-81.351663
"292","3_Timmins_C20_2_13",2008,207,"3_Timmins",48.468117,-81.351663
"293","3_Timmins_J26_2_14",2008,248,"3_Timmins",48.468117,-81.351663
"294","3_Timmins_S13_2_15",2008,248,"3_Timmins",48.468117,-81.351663
"295","3_Timmins_C19_2_16",2008,214,"3_Timmins",48.468117,-81.351663
"296","3_Timmins_T11_2_17",2008,216,"3_Timmins",48.468117,-81.351663
"297","3_Timmins_E18_2_18",2008,207,"3_Timmins",48.468117,-81.351663
"298","3_Timmins_J26_2_19",2008,205,"3_Timmins",48.468117,-81.351663
"299","3_Timmins_T24_2_20",2008,223,"3_Timmins",48.468117,-81.351663
"300","3_Timmins_A6_2_21",2008,230,"3_Timmins",48.468117,-81.351663
"301","3_Timmins_C14_2_25",2008,209,"3_Timmins",48.468117,-81.351663
"302","3_Timmins_J21_3_1",2008,253,"3_Timmins",48.468117,-81.351663
"303","3_Timmins_A12_3_2",2008,216,"3_Timmins",48.468117,-81.351663
"304","3_Timmins_E13_3_3",2008,209,"3_Timmins",48.468117,-81.351663
"305","3_Timmins_A22_3_4",2008,228,"3_Timmins",48.468117,-81.351663
"306","3_Timmins_A2_3_5",2008,223,"3_Timmins",48.468117,-81.351663
"307","3_Timmins_A13_3_6",2008,207,"3_Timmins",48.468117,-81.351663
"308","3_Timmins_T6_3_7",2008,233,"3_Timmins",48.468117,-81.351663
"309","3_Timmins_J24_3_9",2008,223,"3_Timmins",48.468117,-81.351663
"310","3_Timmins_T15_3_10",2008,219,"3_Timmins",48.468117,-81.351663
"311","3_Timmins_C28_3_11",2008,228,"3_Timmins",48.468117,-81.351663
"312","3_Timmins_S20_3_13",2008,216,"3_Timmins",48.468117,-81.351663
"313","3_Timmins_C22_3_14",2008,202,"3_Timmins",48.468117,-81.351663
"314","3_Timmins_S12_3_15",2008,250,"3_Timmins",48.468117,-81.351663
"315","3_Timmins_T6_3_16",2008,219,"3_Timmins",48.468117,-81.351663
"316","3_Timmins_E15_3_17",2008,214,"3_Timmins",48.468117,-81.351663
"317","3_Timmins_S6_3_18",2008,221,"3_Timmins",48.468117,-81.351663
"318","3_Timmins_J21_3_19",2008,233,"3_Timmins",48.468117,-81.351663
"319","3_Timmins_J11_3_20",2008,214,"3_Timmins",48.468117,-81.351663
"320","3_Timmins_E16_3_21",2008,223,"3_Timmins",48.468117,-81.351663
"321","3_Timmins_C11_3_22",2008,209,"3_Timmins",48.468117,-81.351663
"322","3_Timmins_E17_4_1",2008,212,"3_Timmins",48.468117,-81.351663
"323","3_Timmins_C20_4_2",2008,212,"3_Timmins",48.468117,-81.351663
"324","3_Timmins_J24_4_3",2008,250,"3_Timmins",48.468117,-81.351663
"325","3_Timmins_C2_4_4",2008,212,"3_Timmins",48.468117,-81.351663
"326","3_Timmins_E18_4_5",2008,223,"3_Timmins",48.468117,-81.351663
"327","3_Timmins_C13_4_6",2008,205,"3_Timmins",48.468117,-81.351663
"328","3_Timmins_C17_4_8",2008,226,"3_Timmins",48.468117,-81.351663
"329","3_Timmins_A7_4_9",2008,214,"3_Timmins",48.468117,-81.351663
"330","3_Timmins_C1_4_11",2008,214,"3_Timmins",48.468117,-81.351663
"331","3_Timmins_C2_4_12",2008,219,"3_Timmins",48.468117,-81.351663
"332","3_Timmins_J18_4_13",2008,228,"3_Timmins",48.468117,-81.351663
"333","3_Timmins_E30_4_14",2008,209,"3_Timmins",48.468117,-81.351663
"334","3_Timmins_J17_4_15",2008,233,"3_Timmins",48.468117,-81.351663
"335","3_Timmins_E3_4_16",2008,202,"3_Timmins",48.468117,-81.351663
"336","3_Timmins_J1_4_17",2008,235,"3_Timmins",48.468117,-81.351663
"337","3_Timmins_E2_4_18",2008,219,"3_Timmins",48.468117,-81.351663
"338","3_Timmins_S15_4_19",2008,235,"3_Timmins",48.468117,-81.351663
"339","3_Timmins_J25_4_20",2008,230,"3_Timmins",48.468117,-81.351663
"340","3_Timmins_S13_4_21",2008,240,"3_Timmins",48.468117,-81.351663
"341","3_Timmins_J9_4_22",2008,226,"3_Timmins",48.468117,-81.351663
"342","3_Timmins_T10_5_1",2008,250,"3_Timmins",48.468117,-81.351663
"343","3_Timmins_C15_5_4",2008,226,"3_Timmins",48.468117,-81.351663
"344","3_Timmins_E25_5_10",2008,216,"3_Timmins",48.468117,-81.351663
"345","3_Timmins_J7_5_11",2008,245,"3_Timmins",48.468117,-81.351663
"346","3_Timmins_C29_5_12",2008,212,"3_Timmins",48.468117,-81.351663
"347","3_Timmins_E24_5_13",2008,219,"3_Timmins",48.468117,-81.351663
"348","3_Timmins_A16_5_14",2008,207,"3_Timmins",48.468117,-81.351663
"349","3_Timmins_C22_5_17",2008,205,"3_Timmins",48.468117,-81.351663
"350","3_Timmins_C15_5_18",2008,207,"3_Timmins",48.468117,-81.351663
"351","3_Timmins_J25_5_19",2008,230,"3_Timmins",48.468117,-81.351663
"352","3_Timmins_A22_5_20",2008,207,"3_Timmins",48.468117,-81.351663
"353","3_Timmins_C30_5_21",2008,205,"3_Timmins",48.468117,-81.351663
"354","3_Timmins_J7_5_23",2008,219,"3_Timmins",48.468117,-81.351663
"355","3_Timmins_C13_5_24",2008,214,"3_Timmins",48.468117,-81.351663
"356","3_Timmins_A7_6_3",2008,228,"3_Timmins",48.468117,-81.351663
"357","3_Timmins_S23_6_5",2008,262,"3_Timmins",48.468117,-81.351663
"358","3_Timmins_E12_6_8",2008,212,"3_Timmins",48.468117,-81.351663
"359","3_Timmins_J25_6_9",2008,233,"3_Timmins",48.468117,-81.351663
"360","3_Timmins_J28_6_11",2008,216,"3_Timmins",48.468117,-81.351663
"361","3_Timmins_E4_6_13",2008,207,"3_Timmins",48.468117,-81.351663
"362","3_Timmins_E12_6_14",2008,212,"3_Timmins",48.468117,-81.351663
"363","3_Timmins_C28_6_15",2008,216,"3_Timmins",48.468117,-81.351663
"364","3_Timmins_C27_6_16",2008,228,"3_Timmins",48.468117,-81.351663
"365","3_Timmins_E2_6_17",2008,245,"3_Timmins",48.468117,-81.351663
"366","3_Timmins_C30_6_20",2008,219,"3_Timmins",48.468117,-81.351663
"367","3_Timmins_A18_6_21",2008,212,"3_Timmins",48.468117,-81.351663
"368","1_BEF_C13_1_1",2009,169,"1_BEF",39.059479,-78.059835
"369","1_BEF_C11_1_2",2009,182,"1_BEF",39.059479,-78.059835
"370","1_BEF_C20_1_4",2009,189,"1_BEF",39.059479,-78.059835
"371","1_BEF_T3_1_5",2009,175,"1_BEF",39.059479,-78.059835
"372","1_BEF_C18_1_6",2009,184,"1_BEF",39.059479,-78.059835
"373","1_BEF_C22_1_7",2009,179,"1_BEF",39.059479,-78.059835
"374","1_BEF_E27_1_8",2009,182,"1_BEF",39.059479,-78.059835
"375","1_BEF_C1_1_9",2009,185,"1_BEF",39.059479,-78.059835
"376","1_BEF_J1_1_10",2009,186,"1_BEF",39.059479,-78.059835
"377","1_BEF_C20_1_11",2009,203,"1_BEF",39.059479,-78.059835
"378","1_BEF_E6_1_12",2009,189,"1_BEF",39.059479,-78.059835
"379","1_BEF_S12_1_13",2009,182,"1_BEF",39.059479,-78.059835
"380","1_BEF_E3_1_14",2009,182,"1_BEF",39.059479,-78.059835
"381","1_BEF_J26_1_15",2009,186,"1_BEF",39.059479,-78.059835
"382","1_BEF_S10_1_16",2009,191,"1_BEF",39.059479,-78.059835
"383","1_BEF_A18_1_17",2009,182,"1_BEF",39.059479,-78.059835
"384","1_BEF_E13_1_18",2009,178,"1_BEF",39.059479,-78.059835
"385","1_BEF_T11_1_19",2009,186,"1_BEF",39.059479,-78.059835
"386","1_BEF_J21_1_20",2009,185,"1_BEF",39.059479,-78.059835
"387","1_BEF_S6_1_21",2009,185,"1_BEF",39.059479,-78.059835
"388","1_BEF_S19_2_1",2009,175,"1_BEF",39.059479,-78.059835
"389","1_BEF_J11_2_2",2009,171,"1_BEF",39.059479,-78.059835
"390","1_BEF_S15_2_3",2009,189,"1_BEF",39.059479,-78.059835
"391","1_BEF_S9_2_4",2009,177,"1_BEF",39.059479,-78.059835
"392","1_BEF_C19_2_5",2009,182,"1_BEF",39.059479,-78.059835
"393","1_BEF_C19_2_8",2009,192,"1_BEF",39.059479,-78.059835
"394","1_BEF_S23_2_11",2009,196,"1_BEF",39.059479,-78.059835
"395","1_BEF_J7_2_12",2009,193,"1_BEF",39.059479,-78.059835
"396","1_BEF_T1_2_13",2009,185,"1_BEF",39.059479,-78.059835
"397","1_BEF_E11_2_15",2009,179,"1_BEF",39.059479,-78.059835
"398","1_BEF_E15_2_16",2009,182,"1_BEF",39.059479,-78.059835
"399","1_BEF_J1_2_18",2009,197,"1_BEF",39.059479,-78.059835
"400","1_BEF_C30_2_20",2009,178,"1_BEF",39.059479,-78.059835
"401","1_BEF_C28_2_21",2009,176,"1_BEF",39.059479,-78.059835
"402","1_BEF_S19_2_22",2009,199,"1_BEF",39.059479,-78.059835
"403","1_BEF_A20_2_23",2009,176,"1_BEF",39.059479,-78.059835
"404","1_BEF_C18_3_4",2009,182,"1_BEF",39.059479,-78.059835
"405","1_BEF_C1_3_5",2009,203,"1_BEF",39.059479,-78.059835
"406","1_BEF_J18_3_6",2009,196,"1_BEF",39.059479,-78.059835
"407","1_BEF_J25_3_7",2009,172,"1_BEF",39.059479,-78.059835
"408","1_BEF_E2_3_8",2009,191,"1_BEF",39.059479,-78.059835
"409","1_BEF_T6_3_9",2009,186,"1_BEF",39.059479,-78.059835
"410","1_BEF_C13_3_11",2009,182,"1_BEF",39.059479,-78.059835
"411","1_BEF_S1_3_14",2009,189,"1_BEF",39.059479,-78.059835
"412","1_BEF_J22_3_15",2009,178,"1_BEF",39.059479,-78.059835
"413","1_BEF_J15_3_16",2009,184,"1_BEF",39.059479,-78.059835
"414","1_BEF_J9_3_17",2009,189,"1_BEF",39.059479,-78.059835
"415","1_BEF_C30_3_18",2009,197,"1_BEF",39.059479,-78.059835
"416","1_BEF_S2_3_19",2009,206,"1_BEF",39.059479,-78.059835
"417","1_BEF_C15_3_21",2009,186,"1_BEF",39.059479,-78.059835
"418","1_BEF_J17_3_22",2009,182,"1_BEF",39.059479,-78.059835
"419","1_BEF_C17_4_2",2009,187,"1_BEF",39.059479,-78.059835
"420","1_BEF_S4_4_4",2009,186,"1_BEF",39.059479,-78.059835
"421","1_BEF_S23_4_5",2009,193,"1_BEF",39.059479,-78.059835
"422","1_BEF_C2_4_7",2009,179,"1_BEF",39.059479,-78.059835
"423","1_BEF_J7_4_10",2009,193,"1_BEF",39.059479,-78.059835
"424","1_BEF_J3_4_13",2009,186,"1_BEF",39.059479,-78.059835
"425","1_BEF_C2_4_14",2009,203,"1_BEF",39.059479,-78.059835
"426","1_BEF_T14_4_15",2009,193,"1_BEF",39.059479,-78.059835
"427","1_BEF_J28_4_17",2009,182,"1_BEF",39.059479,-78.059835
"428","1_BEF_E23_4_21",2009,182,"1_BEF",39.059479,-78.059835
"429","1_BEF_S10_4_23",2009,183,"1_BEF",39.059479,-78.059835
"430","1_BEF_T11_5_1",2009,185,"1_BEF",39.059479,-78.059835
"431","1_BEF_J10_5_2",2009,193,"1_BEF",39.059479,-78.059835
"432","1_BEF_S1_5_3",2009,192,"1_BEF",39.059479,-78.059835
"433","1_BEF_S12_5_4",2009,189,"1_BEF",39.059479,-78.059835
"434","1_BEF_J22_5_5",2009,183,"1_BEF",39.059479,-78.059835
"435","1_BEF_J26_5_6",2009,178,"1_BEF",39.059479,-78.059835
"436","1_BEF_C14_5_7",2009,182,"1_BEF",39.059479,-78.059835
"437","1_BEF_E18_5_8",2009,169,"1_BEF",39.059479,-78.059835
"438","1_BEF_A6_5_9",2009,182,"1_BEF",39.059479,-78.059835
"439","1_BEF_S22_5_10",2009,192,"1_BEF",39.059479,-78.059835
"440","1_BEF_S13_5_11",2009,211,"1_BEF",39.059479,-78.059835
"441","1_BEF_J11_5_12",2009,182,"1_BEF",39.059479,-78.059835
"442","1_BEF_E13_5_13",2009,182,"1_BEF",39.059479,-78.059835
"443","1_BEF_E16_5_14",2009,175,"1_BEF",39.059479,-78.059835
"444","1_BEF_S6_5_16",2009,189,"1_BEF",39.059479,-78.059835
"445","1_BEF_S20_5_17",2009,191,"1_BEF",39.059479,-78.059835
"446","1_BEF_J15_5_18",2009,186,"1_BEF",39.059479,-78.059835
"447","1_BEF_A22_5_19",2009,177,"1_BEF",39.059479,-78.059835
"448","1_BEF_S20_5_20",2009,189,"1_BEF",39.059479,-78.059835
"449","1_BEF_J17_5_21",2009,178,"1_BEF",39.059479,-78.059835
"450","1_BEF_S9_5_22",2009,206,"1_BEF",39.059479,-78.059835
"451","1_BEF_J10_6_1",2009,182,"1_BEF",39.059479,-78.059835
"452","1_BEF_A22_6_2",2009,179,"1_BEF",39.059479,-78.059835
"453","1_BEF_T1_6_3",2009,189,"1_BEF",39.059479,-78.059835
"454","1_BEF_J21_6_4",2009,199,"1_BEF",39.059479,-78.059835
"455","1_BEF_J18_6_5",2009,189,"1_BEF",39.059479,-78.059835
"456","1_BEF_C29_6_7",2009,184,"1_BEF",39.059479,-78.059835
"457","1_BEF_A20_6_8",2009,178,"1_BEF",39.059479,-78.059835
"458","1_BEF_T10_6_9",2009,182,"1_BEF",39.059479,-78.059835
"459","1_BEF_E25_6_10",2009,190,"1_BEF",39.059479,-78.059835
"460","1_BEF_E18_6_11",2009,183,"1_BEF",39.059479,-78.059835
"461","1_BEF_J25_6_12",2009,185,"1_BEF",39.059479,-78.059835
"462","1_BEF_S4_6_13",2009,182,"1_BEF",39.059479,-78.059835
"463","1_BEF_A2_6_14",2009,172,"1_BEF",39.059479,-78.059835
"464","1_BEF_T2_6_15",2009,196,"1_BEF",39.059479,-78.059835
"465","1_BEF_T2_6_16",2009,199,"1_BEF",39.059479,-78.059835
"466","1_BEF_C28_6_18",2009,184,"1_BEF",39.059479,-78.059835
"467","1_BEF_J3_6_19",2009,192,"1_BEF",39.059479,-78.059835
"468","1_BEF_J9_6_20",2009,179,"1_BEF",39.059479,-78.059835
"469","1_BEF_C29_6_21",2009,171,"1_BEF",39.059479,-78.059835
"470","1_BEF_A16_6_22",2009,182,"1_BEF",39.059479,-78.059835
"471","2_KSR_T9_1_1",2009,226,"2_KSR",44.027957,-79.541863
"472","2_KSR_C14_1_2",2009,211,"2_KSR",44.027957,-79.541863
"473","2_KSR_J15_1_3",2009,229,"2_KSR",44.027957,-79.541863
"474","2_KSR_T3_1_5",2009,229,"2_KSR",44.027957,-79.541863
"475","2_KSR_S9_1_6",2009,240,"2_KSR",44.027957,-79.541863
"476","2_KSR_J22_1_7",2009,228,"2_KSR",44.027957,-79.541863
"477","2_KSR_A22_1_8",2009,212,"2_KSR",44.027957,-79.541863
"478","2_KSR_J26_1_9",2009,216,"2_KSR",44.027957,-79.541863
"479","2_KSR_C27_1_11",2009,215,"2_KSR",44.027957,-79.541863
"480","2_KSR_S22_1_12",2009,243,"2_KSR",44.027957,-79.541863
"481","2_KSR_S10_1_14",2009,224,"2_KSR",44.027957,-79.541863
"482","2_KSR_C30_1_15",2009,201,"2_KSR",44.027957,-79.541863
"483","2_KSR_T3_1_16",2009,218,"2_KSR",44.027957,-79.541863
"484","2_KSR_C17_1_17",2009,195,"2_KSR",44.027957,-79.541863
"485","2_KSR_E3_1_18",2009,199,"2_KSR",44.027957,-79.541863
"486","2_KSR_C19_1_19",2009,207,"2_KSR",44.027957,-79.541863
"487","2_KSR_T1_1_20",2009,216,"2_KSR",44.027957,-79.541863
"488","2_KSR_E16_1_21",2009,193,"2_KSR",44.027957,-79.541863
"489","2_KSR_S10_1_22",2009,229,"2_KSR",44.027957,-79.541863
"490","2_KSR_E16_1_23",2009,202,"2_KSR",44.027957,-79.541863
"491","2_KSR_S20_1_24",2009,232,"2_KSR",44.027957,-79.541863
"492","2_KSR_E12_1_25",2009,214,"2_KSR",44.027957,-79.541863
"493","2_KSR_J15_2_1",2009,208,"2_KSR",44.027957,-79.541863
"494","2_KSR_E6_2_2",2009,190,"2_KSR",44.027957,-79.541863
"495","2_KSR_A7_2_4",2009,206,"2_KSR",44.027957,-79.541863
"496","2_KSR_J1_2_5",2009,226,"2_KSR",44.027957,-79.541863
"497","2_KSR_C11_2_6",2009,216,"2_KSR",44.027957,-79.541863
"498","2_KSR_J9_2_7",2009,224,"2_KSR",44.027957,-79.541863
"499","2_KSR_C30_2_8",2009,215,"2_KSR",44.027957,-79.541863
"500","2_KSR_A18_2_9",2009,220,"2_KSR",44.027957,-79.541863
"501","2_KSR_E15_2_10",2009,207,"2_KSR",44.027957,-79.541863
"502","2_KSR_E30_2_11",2009,216,"2_KSR",44.027957,-79.541863
"503","2_KSR_S2_2_12",2009,225,"2_KSR",44.027957,-79.541863
"504","2_KSR_C11_2_13",2009,207,"2_KSR",44.027957,-79.541863
"505","2_KSR_J21_2_14",2009,217,"2_KSR",44.027957,-79.541863
"506","2_KSR_J10_2_15",2009,217,"2_KSR",44.027957,-79.541863
"507","2_KSR_E4_2_16",2009,199,"2_KSR",44.027957,-79.541863
"508","2_KSR_E23_2_17",2009,195,"2_KSR",44.027957,-79.541863
"509","2_KSR_E15_2_18",2009,209,"2_KSR",44.027957,-79.541863
"510","2_KSR_C1_2_19",2009,208,"2_KSR",44.027957,-79.541863
"511","2_KSR_C28_2_20",2009,191,"2_KSR",44.027957,-79.541863
"512","2_KSR_S6_2_21",2009,225,"2_KSR",44.027957,-79.541863
"513","2_KSR_J28_2_22",2009,215,"2_KSR",44.027957,-79.541863
"514","2_KSR_A7_2_23",2009,205,"2_KSR",44.027957,-79.541863
"515","2_KSR_S19_2_24",2009,226,"2_KSR",44.027957,-79.541863
"516","2_KSR_C18_2_25",2009,202,"2_KSR",44.027957,-79.541863
