"Pop_Code","Plant_ID","Year","yday","Site","Latitude","Longitude"
"517","2_KSR_T6_3_1",2009,212,"2_KSR",44.027957,-79.541863
"518","2_KSR_J25_3_2",2009,201,"2_KSR",44.027957,-79.541863
"519","2_KSR_J17_3_3",2009,225,"2_KSR",44.027957,-79.541863
"520","2_KSR_A20_3_4",2009,206,"2_KSR",44.027957,-79.541863
"521","2_KSR_C18_3_5",2009,212,"2_KSR",44.027957,-79.541863
"522","2_KSR_T15_3_6",2009,232,"2_KSR",44.027957,-79.541863
"523","2_KSR_S6_3_7",2009,228,"2_KSR",44.027957,-79.541863
"524","2_KSR_J26_3_9",2009,230,"2_KSR",44.027957,-79.541863
"525","2_KSR_C13_3_10",2009,217,"2_KSR",44.027957,-79.541863
"526","2_KSR_C22_3_11",2009,214,"2_KSR",44.027957,-79.541863
"527","2_KSR_A6_3_12",2009,206,"2_KSR",44.027957,-79.541863
"528","2_KSR_A2_3_13",2009,206,"2_KSR",44.027957,-79.541863
"529","2_KSR_C27_3_14",2009,217,"2_KSR",44.027957,-79.541863
"530","2_KSR_C20_3_16",2009,205,"2_KSR",44.027957,-79.541863
"531","2_KSR_C28_3_17",2009,217,"2_KSR",44.027957,-79.541863
"532","2_KSR_C29_3_18",2009,207,"2_KSR",44.027957,-79.541863
"533","2_KSR_C15_3_19",2009,210,"2_KSR",44.027957,-79.541863
"534","2_KSR_J11_3_20",2009,206,"2_KSR",44.027957,-79.541863
"535","2_KSR_S17_3_21",2009,227,"2_KSR",44.027957,-79.541863
"536","2_KSR_J24_3_22",2009,221,"2_KSR",44.027957,-79.541863
"537","2_KSR_C2_3_23",2009,210,"2_KSR",44.027957,-79.541863
"538","2_KSR_J7_3_24",2009,207,"2_KSR",44.027957,-79.541863
"539","2_KSR_S15_3_25",2009,236,"2_KSR",44.027957,-79.541863
"540","2_KSR_J21_4_2",2009,218,"2_KSR",44.027957,-79.541863
"541","2_KSR_A6_4_3",2009,204,"2_KSR",44.027957,-79.541863
"542","2_KSR_E3_4_4",2009,188,"2_KSR",44.027957,-79.541863
"543","2_KSR_C22_4_5",2009,210,"2_KSR",44.027957,-79.541863
"544","2_KSR_T1_4_6",2009,218,"2_KSR",44.027957,-79.541863
"545","2_KSR_E6_4_7",2009,205,"2_KSR",44.027957,-79.541863
"546","2_KSR_E25_4_8",2009,208,"2_KSR",44.027957,-79.541863
"547","2_KSR_A16_4_9",2009,201,"2_KSR",44.027957,-79.541863
"548","2_KSR_E18_4_11",2009,199,"2_KSR",44.027957,-79.541863
"549","2_KSR_S13_4_12",2009,239,"2_KSR",44.027957,-79.541863
"550","2_KSR_A2_4_13",2009,197,"2_KSR",44.027957,-79.541863
"551","2_KSR_J1_4_15",2009,213,"2_KSR",44.027957,-79.541863
"552","2_KSR_S13_4_16",2009,220,"2_KSR",44.027957,-79.541863
"553","2_KSR_E2_4_17",2009,206,"2_KSR",44.027957,-79.541863
"554","2_KSR_S9_4_18",2009,217,"2_KSR",44.027957,-79.541863
"555","2_KSR_E11_4_19",2009,199,"2_KSR",44.027957,-79.541863
"556","2_KSR_T6_4_21",2009,213,"2_KSR",44.027957,-79.541863
"557","2_KSR_S19_4_22",2009,231,"2_KSR",44.027957,-79.541863
"558","2_KSR_T10_4_23",2009,195,"2_KSR",44.027957,-79.541863
"559","2_KSR_C19_4_24",2009,191,"2_KSR",44.027957,-79.541863
"560","2_KSR_E12_4_25",2009,188,"2_KSR",44.027957,-79.541863
"561","2_KSR_J3_5_1",2009,204,"2_KSR",44.027957,-79.541863
"562","2_KSR_T10_5_2",2009,212,"2_KSR",44.027957,-79.541863
"563","2_KSR_E25_5_3",2009,195,"2_KSR",44.027957,-79.541863
"564","2_KSR_S4_5_4",2009,232,"2_KSR",44.027957,-79.541863
"565","2_KSR_T15_5_5",2009,218,"2_KSR",44.027957,-79.541863
"566","2_KSR_J24_5_6",2009,191,"2_KSR",44.027957,-79.541863
"567","2_KSR_S1_5_7",2009,232,"2_KSR",44.027957,-79.541863
"568","2_KSR_E18_5_8",2009,206,"2_KSR",44.027957,-79.541863
"569","2_KSR_S14_5_10",2009,241,"2_KSR",44.027957,-79.541863
"570","2_KSR_C2_5_11",2009,202,"2_KSR",44.027957,-79.541863
"571","2_KSR_E23_5_12",2009,207,"2_KSR",44.027957,-79.541863
"572","2_KSR_E24_5_13",2009,219,"2_KSR",44.027957,-79.541863
"573","2_KSR_C20_5_14",2009,210,"2_KSR",44.027957,-79.541863
"574","2_KSR_E17_5_16",2009,189,"2_KSR",44.027957,-79.541863
"575","2_KSR_T2_5_17",2009,218,"2_KSR",44.027957,-79.541863
"576","2_KSR_T2_5_19",2009,219,"2_KSR",44.027957,-79.541863
"577","2_KSR_S23_5_20",2009,218,"2_KSR",44.027957,-79.541863
"578","2_KSR_S23_5_21",2009,226,"2_KSR",44.027957,-79.541863
"579","2_KSR_E13_5_22",2009,209,"2_KSR",44.027957,-79.541863
"580","2_KSR_J11_5_23",2009,215,"2_KSR",44.027957,-79.541863
"581","2_KSR_E17_5_24",2009,198,"2_KSR",44.027957,-79.541863
"582","2_KSR_C17_5_25",2009,210,"2_KSR",44.027957,-79.541863
"583","2_KSR_C1_6_1",2009,202,"2_KSR",44.027957,-79.541863
"584","2_KSR_J7_6_2",2009,213,"2_KSR",44.027957,-79.541863
"585","2_KSR_C29_6_3",2009,218,"2_KSR",44.027957,-79.541863
"586","2_KSR_A22_6_4",2009,218,"2_KSR",44.027957,-79.541863
"587","2_KSR_E13_6_6",2009,196,"2_KSR",44.027957,-79.541863
"588","2_KSR_T7_6_8",2009,202,"2_KSR",44.027957,-79.541863
"589","2_KSR_J25_6_9",2009,205,"2_KSR",44.027957,-79.541863
"590","2_KSR_C15_6_10",2009,199,"2_KSR",44.027957,-79.541863
"591","2_KSR_T14_6_11",2009,229,"2_KSR",44.027957,-79.541863
"592","2_KSR_A18_6_12",2009,216,"2_KSR",44.027957,-79.541863
"593","2_KSR_E30_6_13",2009,193,"2_KSR",44.027957,-79.541863
"594","2_KSR_E2_6_14",2009,201,"2_KSR",44.027957,-79.541863
"595","2_KSR_E11_6_15",2009,202,"2_KSR",44.027957,-79.541863
"596","2_KSR_S14_6_16",2009,235,"2_KSR",44.027957,-79.541863
"597","2_KSR_A12_6_17",2009,188,"2_KSR",44.027957,-79.541863
"598","2_KSR_A16_6_18",2009,196,"2_KSR",44.027957,-79.541863
"599","2_KSR_J9_6_19",2009,202,"2_KSR",44.027957,-79.541863
"600","2_KSR_J28_6_20",2009,202,"2_KSR",44.027957,-79.541863
"601","2_KSR_S20_6_21",2009,238,"2_KSR",44.027957,-79.541863
"602","2_KSR_J18_6_22",2009,215,"2_KSR",44.027957,-79.541863
"603","2_KSR_S15_6_23",2009,225,"2_KSR",44.027957,-79.541863
"604","2_KSR_S2_6_24",2009,224,"2_KSR",44.027957,-79.541863
"605","2_KSR_J10_6_25",2009,224,"2_KSR",44.027957,-79.541863
"606","3_Timmins_C18_1_1",2009,224,"3_Timmins",48.468117,-81.351663
"607","3_Timmins_E3_1_2",2009,224,"3_Timmins",48.468117,-81.351663
"608","3_Timmins_T2_1_5",2009,259,"3_Timmins",48.468117,-81.351663
"609","3_Timmins_E23_1_6",2009,224,"3_Timmins",48.468117,-81.351663
"610","3_Timmins_T1_1_8",2009,233,"3_Timmins",48.468117,-81.351663
"611","3_Timmins_C18_1_9",2009,224,"3_Timmins",48.468117,-81.351663
"612","3_Timmins_J9_1_10",2009,231,"3_Timmins",48.468117,-81.351663
"613","3_Timmins_S6_1_12",2009,238,"3_Timmins",48.468117,-81.351663
"614","3_Timmins_C1_1_13",2009,224,"3_Timmins",48.468117,-81.351663
"615","3_Timmins_C14_1_15",2009,212,"3_Timmins",48.468117,-81.351663
"616","3_Timmins_T15_1_16",2009,261,"3_Timmins",48.468117,-81.351663
"617","3_Timmins_S19_1_17",2009,231,"3_Timmins",48.468117,-81.351663
"618","3_Timmins_T14_1_18",2009,231,"3_Timmins",48.468117,-81.351663
"619","3_Timmins_E6_1_20",2009,214,"3_Timmins",48.468117,-81.351663
"620","3_Timmins_J10_1_21",2009,231,"3_Timmins",48.468117,-81.351663
"621","3_Timmins_A16_1_22",2009,224,"3_Timmins",48.468117,-81.351663
"622","3_Timmins_E23_1_23",2009,224,"3_Timmins",48.468117,-81.351663
"623","3_Timmins_J15_2_2",2009,253,"3_Timmins",48.468117,-81.351663
"624","3_Timmins_C27_2_3",2009,225,"3_Timmins",48.468117,-81.351663
"625","3_Timmins_A18_2_7",2009,210,"3_Timmins",48.468117,-81.351663
"626","3_Timmins_E6_2_9",2009,213,"3_Timmins",48.468117,-81.351663
"627","3_Timmins_E11_2_11",2009,212,"3_Timmins",48.468117,-81.351663
"628","3_Timmins_S9_2_12",2009,224,"3_Timmins",48.468117,-81.351663
"629","3_Timmins_C20_2_13",2009,224,"3_Timmins",48.468117,-81.351663
"630","3_Timmins_J26_2_14",2009,247,"3_Timmins",48.468117,-81.351663
"631","3_Timmins_S13_2_15",2009,224,"3_Timmins",48.468117,-81.351663
"632","3_Timmins_C19_2_16",2009,224,"3_Timmins",48.468117,-81.351663
"633","3_Timmins_T11_2_17",2009,228,"3_Timmins",48.468117,-81.351663
"634","3_Timmins_E18_2_18",2009,213,"3_Timmins",48.468117,-81.351663
"635","3_Timmins_J26_2_19",2009,211,"3_Timmins",48.468117,-81.351663
"636","3_Timmins_T24_2_20",2009,231,"3_Timmins",48.468117,-81.351663
"637","3_Timmins_A6_2_21",2009,234,"3_Timmins",48.468117,-81.351663
"638","3_Timmins_C14_2_25",2009,224,"3_Timmins",48.468117,-81.351663
"639","3_Timmins_J21_3_1",2009,231,"3_Timmins",48.468117,-81.351663
"640","3_Timmins_A12_3_2",2009,210,"3_Timmins",48.468117,-81.351663
"641","3_Timmins_E13_3_3",2009,212,"3_Timmins",48.468117,-81.351663
"642","3_Timmins_A22_3_4",2009,212,"3_Timmins",48.468117,-81.351663
"643","3_Timmins_A2_3_5",2009,213,"3_Timmins",48.468117,-81.351663
"644","3_Timmins_A13_3_6",2009,212,"3_Timmins",48.468117,-81.351663
"645","3_Timmins_T6_3_7",2009,231,"3_Timmins",48.468117,-81.351663
"646","3_Timmins_J24_3_9",2009,224,"3_Timmins",48.468117,-81.351663
"647","3_Timmins_T15_3_10",2009,210,"3_Timmins",48.468117,-81.351663
"648","3_Timmins_C28_3_11",2009,224,"3_Timmins",48.468117,-81.351663
"649","3_Timmins_C29_3_12",2009,224,"3_Timmins",48.468117,-81.351663
"650","3_Timmins_C22_3_14",2009,210,"3_Timmins",48.468117,-81.351663
"651","3_Timmins_T6_3_16",2009,224,"3_Timmins",48.468117,-81.351663
"652","3_Timmins_E15_3_17",2009,224,"3_Timmins",48.468117,-81.351663
"653","3_Timmins_S6_3_18",2009,228,"3_Timmins",48.468117,-81.351663
"654","3_Timmins_J21_3_19",2009,231,"3_Timmins",48.468117,-81.351663
"655","3_Timmins_J11_3_20",2009,227,"3_Timmins",48.468117,-81.351663
"656","3_Timmins_E16_3_21",2009,224,"3_Timmins",48.468117,-81.351663
"657","3_Timmins_C11_3_22",2009,242,"3_Timmins",48.468117,-81.351663
"658","3_Timmins_E17_4_1",2009,224,"3_Timmins",48.468117,-81.351663
"659","3_Timmins_C20_4_2",2009,224,"3_Timmins",48.468117,-81.351663
"660","3_Timmins_J24_4_3",2009,233,"3_Timmins",48.468117,-81.351663
"661","3_Timmins_C2_4_4",2009,224,"3_Timmins",48.468117,-81.351663
"662","3_Timmins_E18_4_5",2009,224,"3_Timmins",48.468117,-81.351663
"663","3_Timmins_C13_4_6",2009,210,"3_Timmins",48.468117,-81.351663
"664","3_Timmins_C17_4_8",2009,224,"3_Timmins",48.468117,-81.351663
"665","3_Timmins_A7_4_9",2009,214,"3_Timmins",48.468117,-81.351663
"666","3_Timmins_C1_4_11",2009,226,"3_Timmins",48.468117,-81.351663
"667","3_Timmins_C2_4_12",2009,231,"3_Timmins",48.468117,-81.351663
"668","3_Timmins_J18_4_13",2009,231,"3_Timmins",48.468117,-81.351663
"669","3_Timmins_E30_4_14",2009,212,"3_Timmins",48.468117,-81.351663
"670","3_Timmins_J17_4_15",2009,239,"3_Timmins",48.468117,-81.351663
"671","3_Timmins_E3_4_16",2009,210,"3_Timmins",48.468117,-81.351663
"672","3_Timmins_J1_4_17",2009,242,"3_Timmins",48.468117,-81.351663
"673","3_Timmins_E2_4_18",2009,226,"3_Timmins",48.468117,-81.351663
"674","3_Timmins_S15_4_19",2009,234,"3_Timmins",48.468117,-81.351663
"675","3_Timmins_J25_4_20",2009,233,"3_Timmins",48.468117,-81.351663
"676","3_Timmins_S13_4_21",2009,223,"3_Timmins",48.468117,-81.351663
"677","3_Timmins_J9_4_22",2009,233,"3_Timmins",48.468117,-81.351663
"678","3_Timmins_T10_5_1",2009,231,"3_Timmins",48.468117,-81.351663
"679","3_Timmins_T11_5_2",2009,233,"3_Timmins",48.468117,-81.351663
"680","3_Timmins_C15_5_4",2009,213,"3_Timmins",48.468117,-81.351663
"681","3_Timmins_E25_5_10",2009,228,"3_Timmins",48.468117,-81.351663
"682","3_Timmins_J7_5_11",2009,233,"3_Timmins",48.468117,-81.351663
"683","3_Timmins_C29_5_12",2009,224,"3_Timmins",48.468117,-81.351663
"684","3_Timmins_E24_5_13",2009,233,"3_Timmins",48.468117,-81.351663
"685","3_Timmins_A16_5_14",2009,212,"3_Timmins",48.468117,-81.351663
"686","3_Timmins_C15_5_18",2009,213,"3_Timmins",48.468117,-81.351663
"687","3_Timmins_J25_5_19",2009,231,"3_Timmins",48.468117,-81.351663
"688","3_Timmins_A22_5_20",2009,210,"3_Timmins",48.468117,-81.351663
"689","3_Timmins_C30_5_21",2009,214,"3_Timmins",48.468117,-81.351663
"690","3_Timmins_J7_5_23",2009,224,"3_Timmins",48.468117,-81.351663
"691","3_Timmins_C13_5_24",2009,224,"3_Timmins",48.468117,-81.351663
"692","3_Timmins_E12_6_8",2009,224,"3_Timmins",48.468117,-81.351663
"693","3_Timmins_J25_6_9",2009,231,"3_Timmins",48.468117,-81.351663
"694","3_Timmins_C11_6_10",2009,231,"3_Timmins",48.468117,-81.351663
"695","3_Timmins_J28_6_11",2009,224,"3_Timmins",48.468117,-81.351663
"696","3_Timmins_E4_6_13",2009,213,"3_Timmins",48.468117,-81.351663
"697","3_Timmins_E12_6_14",2009,224,"3_Timmins",48.468117,-81.351663
"698","3_Timmins_C28_6_15",2009,224,"3_Timmins",48.468117,-81.351663
"699","3_Timmins_C27_6_16",2009,224,"3_Timmins",48.468117,-81.351663
"700","3_Timmins_E2_6_17",2009,224,"3_Timmins",48.468117,-81.351663
"701","3_Timmins_C30_6_20",2009,224,"3_Timmins",48.468117,-81.351663
"702","3_Timmins_A18_6_21",2009,207,"3_Timmins",48.468117,-81.351663
"703","1_BEF_C13_1_1",2010,169,"1_BEF",39.059479,-78.059835
"704","1_BEF_C11_1_2",2010,174,"1_BEF",39.059479,-78.059835
"705","1_BEF_C20_1_4",2010,193,"1_BEF",39.059479,-78.059835
"706","1_BEF_T3_1_5",2010,177,"1_BEF",39.059479,-78.059835
"707","1_BEF_C18_1_6",2010,181,"1_BEF",39.059479,-78.059835
"708","1_BEF_C22_1_7",2010,174,"1_BEF",39.059479,-78.059835
"709","1_BEF_C1_1_9",2010,182,"1_BEF",39.059479,-78.059835
"710","1_BEF_J1_1_10",2010,181,"1_BEF",39.059479,-78.059835
"711","1_BEF_E6_1_12",2010,182,"1_BEF",39.059479,-78.059835
"712","1_BEF_S12_1_13",2010,182,"1_BEF",39.059479,-78.059835
"713","1_BEF_E3_1_14",2010,174,"1_BEF",39.059479,-78.059835
"714","1_BEF_J26_1_15",2010,181,"1_BEF",39.059479,-78.059835
"715","1_BEF_S10_1_16",2010,182,"1_BEF",39.059479,-78.059835
"716","1_BEF_A18_1_17",2010,175,"1_BEF",39.059479,-78.059835
"717","1_BEF_E13_1_18",2010,176,"1_BEF",39.059479,-78.059835
"718","1_BEF_T11_1_19",2010,182,"1_BEF",39.059479,-78.059835
"719","1_BEF_J21_1_20",2010,170,"1_BEF",39.059479,-78.059835
"720","1_BEF_S6_1_21",2010,182,"1_BEF",39.059479,-78.059835
"721","1_BEF_S19_2_1",2010,174,"1_BEF",39.059479,-78.059835
"722","1_BEF_J11_2_2",2010,174,"1_BEF",39.059479,-78.059835
"723","1_BEF_S15_2_3",2010,182,"1_BEF",39.059479,-78.059835
"724","1_BEF_S9_2_4",2010,182,"1_BEF",39.059479,-78.059835
"725","1_BEF_C19_2_5",2010,171,"1_BEF",39.059479,-78.059835
"726","1_BEF_C19_2_8",2010,193,"1_BEF",39.059479,-78.059835
"727","1_BEF_S23_2_11",2010,174,"1_BEF",39.059479,-78.059835
"728","1_BEF_J7_2_12",2010,177,"1_BEF",39.059479,-78.059835
"729","1_BEF_T1_2_13",2010,176,"1_BEF",39.059479,-78.059835
"730","1_BEF_E11_2_15",2010,182,"1_BEF",39.059479,-78.059835
"731","1_BEF_E15_2_16",2010,169,"1_BEF",39.059479,-78.059835
"732","1_BEF_J1_2_18",2010,188,"1_BEF",39.059479,-78.059835
"733","1_BEF_C30_2_20",2010,174,"1_BEF",39.059479,-78.059835
"734","1_BEF_C28_2_21",2010,171,"1_BEF",39.059479,-78.059835
"735","1_BEF_S19_2_22",2010,185,"1_BEF",39.059479,-78.059835
"736","1_BEF_A20_2_23",2010,170,"1_BEF",39.059479,-78.059835
"737","1_BEF_J18_3_6",2010,184,"1_BEF",39.059479,-78.059835
"738","1_BEF_J25_3_7",2010,174,"1_BEF",39.059479,-78.059835
"739","1_BEF_T6_3_9",2010,182,"1_BEF",39.059479,-78.059835
"740","1_BEF_C11_3_10",2010,185,"1_BEF",39.059479,-78.059835
"741","1_BEF_C13_3_11",2010,177,"1_BEF",39.059479,-78.059835
"742","1_BEF_S1_3_14",2010,184,"1_BEF",39.059479,-78.059835
"743","1_BEF_J22_3_15",2010,175,"1_BEF",39.059479,-78.059835
"744","1_BEF_J15_3_16",2010,182,"1_BEF",39.059479,-78.059835
"745","1_BEF_J9_3_17",2010,182,"1_BEF",39.059479,-78.059835
"746","1_BEF_S2_3_19",2010,193,"1_BEF",39.059479,-78.059835
"747","1_BEF_C15_3_21",2010,183,"1_BEF",39.059479,-78.059835
"748","1_BEF_J17_3_22",2010,174,"1_BEF",39.059479,-78.059835
"749","1_BEF_S4_4_4",2010,176,"1_BEF",39.059479,-78.059835
"750","1_BEF_S23_4_5",2010,182,"1_BEF",39.059479,-78.059835
"751","1_BEF_C2_4_7",2010,183,"1_BEF",39.059479,-78.059835
"752","1_BEF_J7_4_10",2010,183,"1_BEF",39.059479,-78.059835
"753","1_BEF_J3_4_13",2010,184,"1_BEF",39.059479,-78.059835
"754","1_BEF_C2_4_14",2010,188,"1_BEF",39.059479,-78.059835
"755","1_BEF_T14_4_15",2010,196,"1_BEF",39.059479,-78.059835
"756","1_BEF_J28_4_17",2010,176,"1_BEF",39.059479,-78.059835
"757","1_BEF_E23_4_21",2010,176,"1_BEF",39.059479,-78.059835
"758","1_BEF_T15_4_22",2010,193,"1_BEF",39.059479,-78.059835
"759","1_BEF_S10_4_23",2010,183,"1_BEF",39.059479,-78.059835
"760","1_BEF_T11_5_1",2010,183,"1_BEF",39.059479,-78.059835
"761","1_BEF_J10_5_2",2010,184,"1_BEF",39.059479,-78.059835
"762","1_BEF_S1_5_3",2010,193,"1_BEF",39.059479,-78.059835
"763","1_BEF_S12_5_4",2010,183,"1_BEF",39.059479,-78.059835
"764","1_BEF_J26_5_6",2010,175,"1_BEF",39.059479,-78.059835
"765","1_BEF_C14_5_7",2010,177,"1_BEF",39.059479,-78.059835
"766","1_BEF_E18_5_8",2010,169,"1_BEF",39.059479,-78.059835
"767","1_BEF_A6_5_9",2010,176,"1_BEF",39.059479,-78.059835
"768","1_BEF_S22_5_10",2010,193,"1_BEF",39.059479,-78.059835
